f 1m 1f 2m 2f 3m 3f jL0203m jL0203f
2.5950e+000 1.00000e+000 45.000 1.02965e+000 31.216 6.49824e+001 134.118 1.00000e+000 -135.000
2.6561e+000 1.00000e+000 45.000 1.02832e+000 31.521 6.65226e+001 134.139 1.00000e+000 -135.000
2.7186e+000 1.00000e+000 45.000 1.02705e+000 31.820 6.80987e+001 134.159 1.00000e+000 -135.000
2.7826e+000 1.00000e+000 45.000 1.02584e+000 32.113 6.97117e+001 134.178 1.00000e+000 -135.000
2.8480e+000 1.00000e+000 45.000 1.02468e+000 32.400 7.13624e+001 134.197 1.00000e+000 -135.000
2.9151e+000 1.00000e+000 45.000 1.02357e+000 32.681 7.30517e+001 134.216 1.00000e+000 -135.000
2.9836e+000 1.00000e+000 45.000 1.02251e+000 32.955 7.47806e+001 134.234 1.00000e+000 -135.000
3.0539e+000 1.00000e+000 45.000 1.02150e+000 33.225 7.65498e+001 134.252 1.00000e+000 -135.000
3.1257e+000 1.00000e+000 45.000 1.02053e+000 33.488 7.83605e+001 134.269 1.00000e+000 -135.000
3.1993e+000 1.00000e+000 45.000 1.01961e+000 33.746 8.02136e+001 134.286 1.00000e+000 -135.000
3.2745e+000 1.00000e+000 45.000 1.01872e+000 33.998 8.21101e+001 134.302 1.00000e+000 -135.000
3.3516e+000 1.00000e+000 45.000 1.01788e+000 34.245 8.40510e+001 134.318 1.00000e+000 -135.000
3.4305e+000 1.00000e+000 45.000 1.01707e+000 34.487 8.60373e+001 134.334 1.00000e+000 -135.000
3.5112e+000 1.00000e+000 45.000 1.01630e+000 34.723 8.80702e+001 134.349 1.00000e+000 -135.000
3.5938e+000 1.00000e+000 45.000 1.01557e+000 34.955 9.01508e+001 134.364 1.00000e+000 -135.000
3.6784e+000 1.00000e+000 45.000 1.01487e+000 35.181 9.22801e+001 134.379 1.00000e+000 -135.000
3.7649e+000 1.00000e+000 45.000 1.01420e+000 35.403 9.44594e+001 134.393 1.00000e+000 -135.000
3.8535e+000 1.00000e+000 45.000 1.01355e+000 35.619 9.66897e+001 134.407 1.00000e+000 -135.000
3.9442e+000 1.00000e+000 45.000 1.01294e+000 35.831 9.89724e+001 134.421 1.00000e+000 -135.000
4.0370e+000 1.00000e+000 45.000 1.01236e+000 36.039 1.01309e+002 134.434 1.00000e+000 -135.000
4.1320e+000 1.00000e+000 45.000 1.01180e+000 36.241 1.03700e+002 134.447 1.00000e+000 -135.000
4.2292e+000 1.00000e+000 45.000 1.01127e+000 36.440 1.06147e+002 134.460 1.00000e+000 -135.000
4.3288e+000 1.00000e+000 45.000 1.01076e+000 36.634 1.08651e+002 134.473 1.00000e+000 -135.000
4.4306e+000 1.00000e+000 45.000 1.01027e+000 36.823 1.11214e+002 134.485 1.00000e+000 -135.000
4.5349e+000 1.00000e+000 45.000 1.00981e+000 37.009 1.13838e+002 134.497 1.00000e+000 -135.000
4.6416e+000 1.00000e+000 45.000 1.00936e+000 37.190 1.16523e+002 134.508 1.00000e+000 -135.000
4.7508e+000 1.00000e+000 45.000 1.00894e+000 37.368 1.19271e+002 134.520 1.00000e+000 -135.000
4.8626e+000 1.00000e+000 45.000 1.00853e+000 37.541 1.22084e+002 134.531 1.00000e+000 -135.000
4.9770e+000 1.00000e+000 45.000 1.00815e+000 37.711 1.24962e+002 134.541 1.00000e+000 -135.000
5.0941e+000 1.00000e+000 45.000 1.00778e+000 37.877 1.27909e+002 134.552 1.00000e+000 -135.000
5.2140e+000 1.00000e+000 45.000 1.00743e+000 38.039 1.30924e+002 134.562 1.00000e+000 -135.000
5.3367e+000 1.00000e+000 45.000 1.00709e+000 38.197 1.34010e+002 134.572 1.00000e+000 -135.000
5.4623e+000 1.00000e+000 45.000 1.00677e+000 38.352 1.37169e+002 134.582 1.00000e+000 -135.000
5.5908e+000 1.00000e+000 45.000 1.00646e+000 38.504 1.40402e+002 134.592 1.00000e+000 -135.000
5.7224e+000 1.00000e+000 45.000 1.00617e+000 38.652 1.43711e+002 134.601 1.00000e+000 -135.000
5.8570e+000 1.00000e+000 45.000 1.00589e+000 38.797 1.47098e+002 134.610 1.00000e+000 -135.000
5.9948e+000 1.00000e+000 45.000 1.00562e+000 38.938 1.50564e+002 134.619 1.00000e+000 -135.000
6.1359e+000 1.00000e+000 45.000 1.00537e+000 39.077 1.54112e+002 134.628 1.00000e+000 -135.000
6.2803e+000 1.00000e+000 45.000 1.00512e+000 39.212 1.57743e+002 134.637 1.00000e+000 -135.000
6.4281e+000 1.00000e+000 45.000 1.00489e+000 39.344 1.61459e+002 134.645 1.00000e+000 -135.000
6.5793e+000 1.00000e+000 45.000 1.00467e+000 39.473 1.65263e+002 134.653 1.00000e+000 -135.000
6.7342e+000 1.00000e+000 45.000 1.00446e+000 39.600 1.69156e+002 134.661 1.00000e+000 -135.000
6.8926e+000 1.00000e+000 45.000 1.00426e+000 39.723 1.73141e+002 134.669 1.00000e+000 -135.000
7.0548e+000 1.00000e+000 45.000 1.00406e+000 39.844 1.77219e+002 134.677 1.00000e+000 -135.000
7.2208e+000 1.00000e+000 45.000 1.00388e+000 39.962 1.81393e+002 134.684 1.00000e+000 -135.000
7.3907e+000 1.00000e+000 45.000 1.00370e+000 40.077 1.85666e+002 134.691 1.00000e+000 -135.000
7.5646e+000 1.00000e+000 45.000 1.00353e+000 40.189 1.90038e+002 134.699 1.00000e+000 -135.000
7.7426e+000 1.00000e+000 45.000 1.00337e+000 40.300 1.94514e+002 134.705 1.00000e+000 -135.000
7.9248e+000 1.00000e+000 45.000 1.00322e+000 40.407 1.99095e+002 134.712 1.00000e+000 -135.000
8.1113e+000 1.00000e+000 45.000 1.00308e+000 40.512 2.03783e+002 134.719 1.00000e+000 -135.000
8.3022e+000 1.00000e+000 45.000 1.00294e+000 40.615 2.08582e+002 134.725 1.00000e+000 -135.000
8.4975e+000 1.00000e+000 45.000 1.00280e+000 40.716 2.13494e+002 134.732 1.00000e+000 -135.000
8.6975e+000 1.00000e+000 45.000 1.00268e+000 40.814 2.18521e+002 134.738 1.00000e+000 -135.000
8.9022e+000 1.00000e+000 45.000 1.00255e+000 40.910 2.23666e+002 134.744 1.00000e+000 -135.000
9.1116e+000 1.00000e+000 45.000 1.00244e+000 41.003 2.28932e+002 134.750 1.00000e+000 -135.000
9.3260e+000 1.00000e+000 45.000 1.00233e+000 41.095 2.34323e+002 134.755 1.00000e+000 -135.000
9.5455e+000 1.00000e+000 45.000 1.00222e+000 41.184 2.39840e+002 134.761 1.00000e+000 -135.000
9.7701e+000 1.00000e+000 45.000 1.00212e+000 41.272 2.45486e+002 134.767 1.00000e+000 -135.000
1.0000e+001 1.00000e+000 45.000 1.00202e+000 41.357 2.51266e+002 134.772 1.00000e+000 -135.000
1.0235e+001 1.00000e+000 45.000 1.00193e+000 41.441 2.57181e+002 134.777 1.00000e+000 -135.000
1.0476e+001 1.00000e+000 45.000 1.00184e+000 41.523 2.63236e+002 134.782 1.00000e+000 -135.000
1.0723e+001 1.00000e+000 45.000 1.00176e+000 41.602 2.69433e+002 134.787 1.00000e+000 -135.000
1.0975e+001 1.00000e+000 45.000 1.00168e+000 41.680 2.75775e+002 134.792 1.00000e+000 -135.000
1.1233e+001 1.00000e+000 45.000 1.00160e+000 41.756 2.82267e+002 134.797 1.00000e+000 -135.000
1.1498e+001 1.00000e+000 45.000 1.00153e+000 41.831 2.88912e+002 134.802 1.00000e+000 -135.000
1.1768e+001 1.00000e+000 45.000 1.00146e+000 41.903 2.95713e+002 134.806 1.00000e+000 -135.000
1.2045e+001 1.00000e+000 45.000 1.00140e+000 41.975 3.02674e+002 134.811 1.00000e+000 -135.000
1.2328e+001 1.00000e+000 45.000 1.00133e+000 42.044 3.09798e+002 134.815 1.00000e+000 -135.000
1.2619e+001 1.00000e+000 45.000 1.00127e+000 42.112 3.17090e+002 134.819 1.00000e+000 -135.000
1.2915e+001 1.00000e+000 45.000 1.00121e+000 42.178 3.24554e+002 134.823 1.00000e+000 -135.000
1.3219e+001 1.00000e+000 45.000 1.00116e+000 42.243 3.32193e+002 134.828 1.00000e+000 -135.000
1.3530e+001 1.00000e+000 45.000 1.00111e+000 42.306 3.40012e+002 134.831 1.00000e+000 -135.000
1.3849e+001 1.00000e+000 45.000 1.00106e+000 42.368 3.48015e+002 134.835 1.00000e+000 -135.000
1.4175e+001 1.00000e+000 45.000 1.00101e+000 42.428 3.56207e+002 134.839 1.00000e+000 -135.000
1.4508e+001 1.00000e+000 45.000 1.00096e+000 42.487 3.64591e+002 134.843 1.00000e+000 -135.000
1.4850e+001 1.00000e+000 45.000 1.00092e+000 42.545 3.73172e+002 134.846 1.00000e+000 -135.000
1.5199e+001 1.00000e+000 45.000 1.00088e+000 42.602 3.81955e+002 134.850 1.00000e+000 -135.000
1.5557e+001 1.00000e+000 45.000 1.00084e+000 42.657 3.90944e+002 134.853 1.00000e+000 -135.000
1.5923e+001 1.00000e+000 45.000 1.00080e+000 42.710 4.00146e+002 134.857 1.00000e+000 -135.000
1.6298e+001 1.00000e+000 45.000 1.00076e+000 42.763 4.09563e+002 134.860 1.00000e+000 -135.000
1.6681e+001 1.00000e+000 45.000 1.00073e+000 42.814 4.19202e+002 134.863 1.00000e+000 -135.000
1.7074e+001 1.00000e+000 45.000 1.00069e+000 42.865 4.29068e+002 134.866 1.00000e+000 -135.000
1.7475e+001 1.00000e+000 45.000 1.00066e+000 42.914 4.39166e+002 134.870 1.00000e+000 -135.000
1.7886e+001 1.00000e+000 45.000 1.00063e+000 42.962 4.49502e+002 134.873 1.00000e+000 -135.000
1.8307e+001 1.00000e+000 45.000 1.00060e+000 43.008 4.60081e+002 134.875 1.00000e+000 -135.000
1.8738e+001 1.00000e+000 45.000 1.00058e+000 43.054 4.70909e+002 134.878 1.00000e+000 -135.000
1.9179e+001 1.00000e+000 45.000 1.00055e+000 43.099 4.81991e+002 134.881 1.00000e+000 -135.000
1.9630e+001 1.00000e+000 45.000 1.00053e+000 43.143 4.93335e+002 134.884 1.00000e+000 -135.000
2.0092e+001 1.00000e+000 45.000 1.00050e+000 43.185 5.04945e+002 134.887 1.00000e+000 -135.000
2.0565e+001 1.00000e+000 45.000 1.00048e+000 43.227 5.16828e+002 134.889 1.00000e+000 -135.000
2.1049e+001 1.00000e+000 45.000 1.00046e+000 43.268 5.28991e+002 134.892 1.00000e+000 -135.000
2.1544e+001 1.00000e+000 45.000 1.00044e+000 43.307 5.41440e+002 134.894 1.00000e+000 -135.000
2.2051e+001 1.00000e+000 45.000 1.00042e+000 43.346 5.54182e+002 134.897 1.00000e+000 -135.000
2.2570e+001 1.00000e+000 45.000 1.00040e+000 43.384 5.67224e+002 134.899 1.00000e+000 -135.000
2.3101e+001 1.00000e+000 45.000 1.00038e+000 43.421 5.80572e+002 134.901 1.00000e+000 -135.000
2.3645e+001 1.00000e+000 45.000 1.00036e+000 43.458 5.94235e+002 134.904 1.00000e+000 -135.000
2.4201e+001 1.00000e+000 45.000 1.00035e+000 43.493 6.08219e+002 134.906 1.00000e+000 -135.000
2.4771e+001 1.00000e+000 45.000 1.00033e+000 43.528 6.22532e+002 134.908 1.00000e+000 -135.000
2.5354e+001 1.00000e+000 45.000 1.00032e+000 43.562 6.37182e+002 134.910 1.00000e+000 -135.000
2.5950e+001 1.00000e+000 45.000 1.00030e+000 43.595 6.52177e+002 134.912 1.00000e+000 -135.000
2.6561e+001 1.00000e+000 45.000 1.00029e+000 43.627 6.67524e+002 134.914 1.00000e+000 -135.000
2.7186e+001 1.00000e+000 45.000 1.00027e+000 43.659 6.83233e+002 134.916 1.00000e+000 -135.000
2.7826e+001 1.00000e+000 45.000 1.00026e+000 43.689 6.99311e+002 134.918 1.00000e+000 -135.000
2.8480e+001 1.00000e+000 45.000 1.00025e+000 43.719 7.15768e+002 134.920 1.00000e+000 -135.000
2.9151e+001 1.00000e+000 45.000 1.00024e+000 43.749 7.32612e+002 134.922 1.00000e+000 -135.000
2.9836e+001 1.00000e+000 45.000 1.00023e+000 43.778 7.49852e+002 134.924 1.00000e+000 -135.000
3.0539e+001 1.00000e+000 45.000 1.00022e+000 43.806 7.67497e+002 134.925 1.00000e+000 -135.000
3.1257e+001 1.00000e+000 45.000 1.00021e+000 43.833 7.85558e+002 134.927 1.00000e+000 -135.000
3.1993e+001 1.00000e+000 45.000 1.00020e+000 43.860 8.04044e+002 134.929 1.00000e+000 -135.000
3.2745e+001 1.00000e+000 45.000 1.00019e+000 43.886 8.22965e+002 134.930 1.00000e+000 -135.000
3.3516e+001 1.00000e+000 45.000 1.00018e+000 43.912 8.42331e+002 134.932 1.00000e+000 -135.000
3.4305e+001 1.00000e+000 45.000 1.00017e+000 43.937 8.62153e+002 134.934 1.00000e+000 -135.000
3.5112e+001 1.00000e+000 45.000 1.00016e+000 43.961 8.82441e+002 134.935 1.00000e+000 -135.000
3.5938e+001 1.00000e+000 45.000 1.00016e+000 43.985 9.03207e+002 134.937 1.00000e+000 -135.000
3.6784e+001 1.00000e+000 45.000 1.00015e+000 44.008 9.24461e+002 134.938 1.00000e+000 -135.000
3.7649e+001 1.00000e+000 45.000 1.00014e+000 44.031 9.46215e+002 134.939 1.00000e+000 -135.000
3.8535e+001 1.00000e+000 45.000 1.00014e+000 44.054 9.68481e+002 134.941 1.00000e+000 -135.000
3.9442e+001 1.00000e+000 45.000 1.00013e+000 44.075 9.91271e+002 134.942 1.00000e+000 -135.000
4.0370e+001 1.00000e+000 45.000 1.00012e+000 44.097 1.01460e+003 134.944 1.00000e+000 -135.000
4.1320e+001 1.00000e+000 45.000 1.00012e+000 44.117 1.03847e+003 134.945 1.00000e+000 -135.000
4.2292e+001 1.00000e+000 45.000 1.00011e+000 44.138 1.06291e+003 134.946 1.00000e+000 -135.000
4.3288e+001 1.00000e+000 45.000 1.00011e+000 44.157 1.08792e+003 134.947 1.00000e+000 -135.000
4.4306e+001 1.00000e+000 45.000 1.00010e+000 44.177 1.11352e+003 134.949 1.00000e+000 -135.000
4.5349e+001 1.00000e+000 45.000 1.00010e+000 44.196 1.13973e+003 134.950 1.00000e+000 -135.000
4.6416e+001 1.00000e+000 45.000 1.00009e+000 44.214 1.16655e+003 134.951 1.00000e+000 -135.000
4.7508e+001 1.00000e+000 45.000 1.00009e+000 44.232 1.19400e+003 134.952 1.00000e+000 -135.000
4.8626e+001 1.00000e+000 45.000 1.00009e+000 44.250 1.22209e+003 134.953 1.00000e+000 -135.000
4.9770e+001 1.00000e+000 45.000 1.00008e+000 44.267 1.25085e+003 134.954 1.00000e+000 -135.000
5.0941e+001 1.00000e+000 45.000 1.00008e+000 44.284 1.28028e+003 134.955 1.00000e+000 -135.000
5.2140e+001 1.00000e+000 45.000 1.00007e+000 44.300 1.31041e+003 134.956 1.00000e+000 -135.000
5.3367e+001 1.00000e+000 45.000 1.00007e+000 44.317 1.34125e+003 134.957 1.00000e+000 -135.000
5.4623e+001 1.00000e+000 45.000 1.00007e+000 44.332 1.37281e+003 134.958 1.00000e+000 -135.000
5.5908e+001 1.00000e+000 45.000 1.00006e+000 44.348 1.40511e+003 134.959 1.00000e+000 -135.000
5.7224e+001 1.00000e+000 45.000 1.00006e+000 44.363 1.43818e+003 134.960 1.00000e+000 -135.000
5.8570e+001 1.00000e+000 45.000 1.00006e+000 44.377 1.47202e+003 134.961 1.00000e+000 -135.000
5.9948e+001 1.00000e+000 45.000 1.00006e+000 44.392 1.50666e+003 134.962 1.00000e+000 -135.000
6.1359e+001 1.00000e+000 45.000 1.00005e+000 44.406 1.54211e+003 134.963 1.00000e+000 -135.000
6.2803e+001 1.00000e+000 45.000 1.00005e+000 44.419 1.57840e+003 134.964 1.00000e+000 -135.000
6.4281e+001 1.00000e+000 45.000 1.00005e+000 44.433 1.61554e+003 134.965 1.00000e+000 -135.000
6.5793e+001 1.00000e+000 45.000 1.00005e+000 44.446 1.65356e+003 134.965 1.00000e+000 -135.000
6.7342e+001 1.00000e+000 45.000 1.00004e+000 44.458 1.69247e+003 134.966 1.00000e+000 -135.000
6.8926e+001 1.00000e+000 45.000 1.00004e+000 44.471 1.73229e+003 134.967 1.00000e+000 -135.000
7.0548e+001 1.00000e+000 45.000 1.00004e+000 44.483 1.77306e+003 134.968 1.00000e+000 -135.000
7.2208e+001 1.00000e+000 45.000 1.00004e+000 44.495 1.81478e+003 134.968 1.00000e+000 -135.000
7.3907e+001 1.00000e+000 45.000 1.00004e+000 44.506 1.85748e+003 134.969 1.00000e+000 -135.000
7.5646e+001 1.00000e+000 45.000 1.00004e+000 44.518 1.90119e+003 134.970 1.00000e+000 -135.000
7.7426e+001 1.00000e+000 45.000 1.00003e+000 44.529 1.94593e+003 134.971 1.00000e+000 -135.000
7.9248e+001 1.00000e+000 45.000 1.00003e+000 44.540 1.99172e+003 134.971 1.00000e+000 -135.000
8.1113e+001 1.00000e+000 45.000 1.00003e+000 44.550 2.03859e+003 134.972 1.00000e+000 -135.000
8.3022e+001 1.00000e+000 45.000 1.00003e+000 44.561 2.08656e+003 134.973 1.00000e+000 -135.000
8.4975e+001 1.00000e+000 45.000 1.00003e+000 44.571 2.13566e+003 134.973 1.00000e+000 -135.000
8.6975e+001 1.00000e+000 45.000 1.00003e+000 44.581 2.18591e+003 134.974 1.00000e+000 -135.000
8.9022e+001 1.00000e+000 45.000 1.00003e+000 44.590 2.23735e+003 134.974 1.00000e+000 -135.000
9.1116e+001 1.00000e+000 45.000 1.00002e+000 44.600 2.29000e+003 134.975 1.00000e+000 -135.000
9.3260e+001 1.00000e+000 45.000 1.00002e+000 44.609 2.34388e+003 134.976 1.00000e+000 -135.000
9.5455e+001 1.00000e+000 45.000 1.00002e+000 44.618 2.39904e+003 134.976 1.00000e+000 -135.000
9.7701e+001 1.00000e+000 45.000 1.00002e+000 44.627 2.45549e+003 134.977 1.00000e+000 -135.000
1.0000e+002 1.00000e+000 45.000 1.00002e+000 44.635 2.51327e+003 134.977 1.00000e+000 -135.000
